actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
0.4%,USD,2012-03-14 08:30:00,0.6%,worse,Medium,Import Prices m/m,0.0%,worse,11,2012-03-14 12:30:00+00:00,-33.33,2012,1,3,Wednesday
1.8M,USD,2012-03-14 10:30:00,2.2M,accurate,Medium,Crude Oil Inventories,0.8M,accurate,11,2012-03-14 14:30:00+00:00,-18.18,2012,1,3,Wednesday
0.4%,USD,2012-03-15 08:30:00,0.5%,worse,High,PPI m/m,0.1%,accurate,11,2012-03-15 12:30:00+00:00,-20.0,2012,1,3,Thursday
351K,USD,2012-03-15 08:30:00,357K,better,High,Unemployment Claims,365K,accurate,11,2012-03-15 12:30:00+00:00,-1.68,2012,1,3,Thursday
0.2%,USD,2012-03-15 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.4%,accurate,11,2012-03-15 12:30:00+00:00,0.0,2012,1,3,Thursday
20.2,USD,2012-03-15 08:30:00,17.6,better,Medium,Empire State Manufacturing Index,19.5,accurate,11,2012-03-15 12:30:00+00:00,14.77,2012,1,3,Thursday
101.0B,USD,2012-03-15 09:00:00,38.9B,better,High,TIC Long-Term Purchases,19.1B,accurate,11,2012-03-15 13:00:00+00:00,159.64,2012,1,3,Thursday
12.5,USD,2012-03-15 10:00:00,11.9,better,High,Philly Fed Manufacturing Index,10.2,accurate,11,2012-03-15 14:00:00+00:00,5.04,2012,1,3,Thursday
-64B,USD,2012-03-15 10:30:00,-58B,accurate,Low,Natural Gas Storage,-80B,accurate,11,2012-03-15 14:30:00+00:00,-10.34,2012,1,3,Thursday
0.1%,USD,2012-03-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,11,2012-03-16 12:30:00+00:00,-50.0,2012,1,3,Friday
0.4%,USD,2012-03-16 08:30:00,0.4%,accurate,Medium,CPI m/m,0.2%,accurate,11,2012-03-16 12:30:00+00:00,0.0,2012,1,3,Friday
78.7%,USD,2012-03-16 09:15:00,78.9%,worse,Medium,Capacity Utilization Rate,78.8%,better,11,2012-03-16 13:15:00+00:00,-0.25,2012,1,3,Friday
0.0%,USD,2012-03-16 09:15:00,0.4%,worse,Medium,Industrial Production m/m,0.4%,better,11,2012-03-16 13:15:00+00:00,-100.0,2012,1,3,Friday
74.3,USD,2012-03-16 09:55:00,75.8,worse,High,Prelim UoM Consumer Sentiment,75.3,better,11,2012-03-16 13:55:00+00:00,-1.98,2012,1,3,Friday
57.3,USD,2012-03-05 10:00:00,56.1,better,High,ISM Non-Manufacturing PMI,56.8,accurate,10,2012-03-05 15:00:00+00:00,2.14,2012,1,3,Monday
-1.0%,USD,2012-03-05 10:00:00,-1.3%,better,Medium,Factory Orders m/m,1.4%,better,10,2012-03-05 15:00:00+00:00,23.08,2012,1,3,Monday
216K,USD,2012-03-07 08:15:00,204K,better,High,ADP Non-Farm Employment Change,173K,accurate,10,2012-03-07 13:15:00+00:00,5.88,2012,1,3,Wednesday
0.9%,USD,2012-03-07 08:30:00,0.8%,accurate,Medium,Revised Nonfarm Productivity q/q,0.7%,accurate,10,2012-03-07 13:30:00+00:00,12.5,2012,1,3,Wednesday
2.8%,USD,2012-03-07 08:30:00,1.2%,better,Low,Revised Unit Labor Costs q/q,1.2%,accurate,10,2012-03-07 13:30:00+00:00,133.33,2012,1,3,Wednesday
0.8M,USD,2012-03-07 10:30:00,1.0M,accurate,Medium,Crude Oil Inventories,4.2M,accurate,10,2012-03-07 15:30:00+00:00,-20.0,2012,1,3,Wednesday
17.8B,USD,2012-03-07 15:00:00,10.0B,better,Low,Consumer Credit m/m,16.3B,worse,10,2012-03-07 20:00:00+00:00,78.0,2012,1,3,Wednesday
362K,USD,2012-03-08 08:30:00,352K,worse,High,Unemployment Claims,354K,accurate,10,2012-03-08 13:30:00+00:00,2.84,2012,1,3,Thursday
-80B,USD,2012-03-08 10:30:00,-85B,accurate,Low,Natural Gas Storage,-82B,accurate,10,2012-03-08 15:30:00+00:00,5.88,2012,1,3,Thursday
227K,USD,2012-03-09 08:30:00,209K,better,High,Non-Farm Employment Change,284K,better,10,2012-03-09 13:30:00+00:00,8.61,2012,1,3,Friday
-52.6B,USD,2012-03-09 08:30:00,-48.9B,worse,High,Trade Balance,-50.4B,worse,10,2012-03-09 13:30:00+00:00,-7.57,2012,1,3,Friday
8.3%,USD,2012-03-09 08:30:00,8.3%,accurate,High,Unemployment Rate,8.3%,accurate,10,2012-03-09 13:30:00+00:00,0.0,2012,1,3,Friday
0.1%,USD,2012-03-09 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.1%,worse,10,2012-03-09 13:30:00+00:00,-50.0,2012,1,3,Friday
0.4%,USD,2012-03-09 10:00:00,0.7%,better,Low,Final Wholesale Inventories m/m,1.1%,worse,10,2012-03-09 15:00:00+00:00,-42.86,2012,1,3,Friday
2.0%,USD,2012-02-27 10:00:00,1.1%,better,High,Pending Home Sales m/m,-1.9%,better,9,2012-02-27 15:00:00+00:00,81.82,2012,1,2,Monday
-3.2%,USD,2012-02-28 08:30:00,0.0%,worse,High,Core Durable Goods Orders m/m,3.5%,better,9,2012-02-28 13:30:00+00:00,-320.0,2012,1,2,Tuesday
-4.0%,USD,2012-02-28 08:30:00,-0.8%,worse,Medium,Durable Goods Orders m/m,3.2%,better,9,2012-02-28 13:30:00+00:00,-400.0,2012,1,2,Tuesday
-4.0%,USD,2012-02-28 09:00:00,-3.6%,worse,Medium,S&P/CS Composite-20 HPI y/y,-3.9%,worse,9,2012-02-28 14:00:00+00:00,-11.11,2012,1,2,Tuesday
20,USD,2012-02-28 09:59:00,11,better,Low,Richmond Manufacturing Index,12,accurate,9,2012-02-28 14:59:00+00:00,81.82,2012,1,2,Tuesday
70.8,USD,2012-02-28 10:00:00,63.1,better,High,CB Consumer Confidence,61.5,better,9,2012-02-28 15:00:00+00:00,12.2,2012,1,2,Tuesday
3.0%,USD,2012-02-29 08:30:00,2.8%,better,High,Prelim GDP q/q,2.8%,accurate,9,2012-02-29 13:30:00+00:00,7.14,2012,1,2,Wednesday
0.9%,USD,2012-02-29 08:30:00,0.4%,better,Low,Prelim GDP Price Index q/q,0.4%,accurate,9,2012-02-29 13:30:00+00:00,125.0,2012,1,2,Wednesday
64.0,USD,2012-02-29 09:45:00,61.6,better,Medium,Chicago PMI,60.2,accurate,9,2012-02-29 14:45:00+00:00,3.9,2012,1,2,Wednesday
4.2M,USD,2012-02-29 10:30:00,1.4M,accurate,Medium,Crude Oil Inventories,1.6M,accurate,9,2012-02-29 15:30:00+00:00,200.0,2012,1,2,Wednesday
351K,USD,2012-03-01 08:30:00,350K,accurate,High,Unemployment Claims,353K,accurate,9,2012-03-01 13:30:00+00:00,0.29,2012,1,3,Thursday
0.2%,USD,2012-03-01 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.1%,worse,9,2012-03-01 13:30:00+00:00,0.0,2012,1,3,Thursday
0.2%,USD,2012-03-01 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.0%,accurate,9,2012-03-01 13:30:00+00:00,-50.0,2012,1,3,Thursday
0.3%,USD,2012-03-01 08:30:00,0.5%,worse,Low,Personal Income m/m,0.5%,accurate,9,2012-03-01 13:30:00+00:00,-40.0,2012,1,3,Thursday
52.4,USD,2012-03-01 10:00:00,54.6,worse,High,ISM Manufacturing PMI,54.1,accurate,9,2012-03-01 15:00:00+00:00,-4.03,2012,1,3,Thursday
-0.1%,USD,2012-03-01 10:00:00,1.1%,worse,Low,Construction Spending m/m,1.4%,accurate,9,2012-03-01 15:00:00+00:00,-109.09,2012,1,3,Thursday
61.5,USD,2012-03-01 10:00:00,57.6,better,Low,ISM Manufacturing Prices,55.5,accurate,9,2012-03-01 15:00:00+00:00,6.77,2012,1,3,Thursday
-82B,USD,2012-03-01 10:30:00,-89B,accurate,Low,Natural Gas Storage,-166B,accurate,9,2012-03-01 15:30:00+00:00,7.87,2012,1,3,Thursday
15.1M,USD,2012-03-01 00:00:00,14.0M,better,Low,Total Vehicle Sales,14.2M,accurate,9,2012-03-01 05:00:00+00:00,7.86,2012,1,3,Thursday
4.57M,USD,2012-02-22 10:00:00,4.66M,worse,High,Existing Home Sales,4.38M,worse,8,2012-02-22 15:00:00+00:00,-1.93,2012,1,2,Wednesday
351K,USD,2012-02-23 08:30:00,352K,accurate,High,Unemployment Claims,351K,accurate,8,2012-02-23 13:30:00+00:00,-0.28,2012,1,2,Thursday
0.7%,USD,2012-02-23 10:00:00,0.2%,better,Low,HPI m/m,0.7%,worse,8,2012-02-23 15:00:00+00:00,250.0,2012,1,2,Thursday
-166B,USD,2012-02-23 10:30:00,-146B,accurate,Low,Natural Gas Storage,-127B,accurate,8,2012-02-23 15:30:00+00:00,-13.7,2012,1,2,Thursday
1.6M,USD,2012-02-23 11:00:00,0.9M,accurate,Medium,Crude Oil Inventories,-0.2M,accurate,8,2012-02-23 16:00:00+00:00,77.78,2012,1,2,Thursday
75.3,USD,2012-02-24 09:55:00,72.8,better,Medium,Revised UoM Consumer Sentiment,72.5,accurate,8,2012-02-24 14:55:00+00:00,3.43,2012,1,2,Friday
321K,USD,2012-02-24 10:00:00,316K,better,High,New Home Sales,324K,better,8,2012-02-24 15:00:00+00:00,1.58,2012,1,2,Friday
93.9,USD,2012-02-14 07:30:00,95.1,worse,Low,NFIB Small Business Index,93.8,accurate,7,2012-02-14 12:30:00+00:00,-1.26,2012,1,2,Tuesday
0.7%,USD,2012-02-14 08:30:00,0.6%,better,High,Core Retail Sales m/m,-0.5%,worse,7,2012-02-14 13:30:00+00:00,16.67,2012,1,2,Tuesday
0.4%,USD,2012-02-14 08:30:00,0.8%,worse,High,Retail Sales m/m,0.0%,worse,7,2012-02-14 13:30:00+00:00,-50.0,2012,1,2,Tuesday
0.3%,USD,2012-02-14 08:30:00,0.3%,accurate,Medium,Import Prices m/m,-0.1%,accurate,7,2012-02-14 13:30:00+00:00,0.0,2012,1,2,Tuesday
0.4%,USD,2012-02-14 10:00:00,0.4%,accurate,Medium,Business Inventories m/m,0.3%,accurate,7,2012-02-14 15:00:00+00:00,0.0,2012,1,2,Tuesday
19.5,USD,2012-02-15 08:30:00,14.7,better,Medium,Empire State Manufacturing Index,13.5,accurate,7,2012-02-15 13:30:00+00:00,32.65,2012,1,2,Wednesday
17.9B,USD,2012-02-15 08:54:00,45.4B,worse,High,TIC Long-Term Purchases,61.3B,accurate,7,2012-02-15 13:54:00+00:00,-60.57,2012,1,2,Wednesday
78.5%,USD,2012-02-15 09:15:00,78.6%,accurate,Medium,Capacity Utilization Rate,78.6%,better,7,2012-02-15 14:15:00+00:00,-0.13,2012,1,2,Wednesday
0.0%,USD,2012-02-15 09:15:00,0.7%,worse,Medium,Industrial Production m/m,1.0%,better,7,2012-02-15 14:15:00+00:00,-100.0,2012,1,2,Wednesday
29,USD,2012-02-15 10:00:00,26,better,Low,NAHB Housing Market Index,25,accurate,7,2012-02-15 15:00:00+00:00,11.54,2012,1,2,Wednesday
-0.2M,USD,2012-02-15 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,0.3M,accurate,7,2012-02-15 15:30:00+00:00,-111.11,2012,1,2,Wednesday
0.68M,USD,2012-02-16 08:30:00,0.68M,accurate,High,Building Permits,0.67M,accurate,7,2012-02-16 13:30:00+00:00,0.0,2012,1,2,Thursday
0.1%,USD,2012-02-16 08:30:00,0.3%,worse,High,PPI m/m,-0.1%,accurate,7,2012-02-16 13:30:00+00:00,-66.67,2012,1,2,Thursday
348K,USD,2012-02-16 08:30:00,364K,better,High,Unemployment Claims,361K,accurate,7,2012-02-16 13:30:00+00:00,-4.4,2012,1,2,Thursday
0.4%,USD,2012-02-16 08:30:00,0.1%,better,Medium,Core PPI m/m,0.3%,accurate,7,2012-02-16 13:30:00+00:00,300.0,2012,1,2,Thursday
0.70M,USD,2012-02-16 08:30:00,0.68M,accurate,Medium,Housing Starts,0.69M,better,7,2012-02-16 13:30:00+00:00,2.94,2012,1,2,Thursday
10.2,USD,2012-02-16 10:00:00,9.0,better,High,Philly Fed Manufacturing Index,7.3,accurate,7,2012-02-16 15:00:00+00:00,13.33,2012,1,2,Thursday
-127B,USD,2012-02-16 10:30:00,-126B,accurate,Low,Natural Gas Storage,-78B,accurate,7,2012-02-16 15:30:00+00:00,-0.79,2012,1,2,Thursday
0.2%,USD,2012-02-17 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,7,2012-02-17 13:30:00+00:00,0.0,2012,1,2,Friday
0.2%,USD,2012-02-17 08:30:00,0.3%,worse,Medium,CPI m/m,0.0%,accurate,7,2012-02-17 13:30:00+00:00,-33.33,2012,1,2,Friday
0.4%,USD,2012-02-17 10:00:00,0.6%,worse,Low,CB Leading Index m/m,0.5%,better,7,2012-02-17 15:00:00+00:00,-33.33,2012,1,2,Friday
49.4,USD,2012-02-07 10:00:00,48.1,better,Low,IBD/TIPP Economic Optimism,47.5,accurate,6,2012-02-07 15:00:00+00:00,2.7,2012,1,2,Tuesday
19.3B,USD,2012-02-07 15:00:00,7.7B,better,Low,Consumer Credit m/m,20.4B,accurate,6,2012-02-07 20:00:00+00:00,150.65,2012,1,2,Tuesday
0.3M,USD,2012-02-08 10:30:00,2.9M,accurate,Medium,Crude Oil Inventories,4.2M,accurate,6,2012-02-08 15:30:00+00:00,-89.66,2012,1,2,Wednesday
358K,USD,2012-02-09 08:30:00,369K,better,High,Unemployment Claims,373K,worse,6,2012-02-09 13:30:00+00:00,-2.98,2012,1,2,Thursday
1.0%,USD,2012-02-09 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.0%,better,6,2012-02-09 15:00:00+00:00,150.0,2012,1,2,Thursday
-78B,USD,2012-02-09 10:30:00,-82B,accurate,Low,Natural Gas Storage,-132B,accurate,6,2012-02-09 15:30:00+00:00,4.88,2012,1,2,Thursday
-48.8B,USD,2012-02-10 08:30:00,-48.1B,accurate,High,Trade Balance,-47.1B,accurate,6,2012-02-10 13:30:00+00:00,-1.46,2012,1,2,Friday
72.5,USD,2012-02-10 09:55:00,74.4,worse,High,Prelim UoM Consumer Sentiment,75.0,better,6,2012-02-10 14:55:00+00:00,-2.55,2012,1,2,Friday
-27.4B,USD,2012-02-10 13:59:00,-58.5B,better,Medium,Federal Budget Balance,-86.0B,accurate,6,2012-02-10 18:59:00+00:00,53.16,2012,1,2,Friday
0.2%,USD,2012-01-30 08:30:00,0.1%,better,Medium,Core PCE Price Index m/m,0.1%,accurate,5,2012-01-30 13:30:00+00:00,100.0,2012,1,1,Monday
0.0%,USD,2012-01-30 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.1%,accurate,5,2012-01-30 13:30:00+00:00,-100.0,2012,1,1,Monday
0.5%,USD,2012-01-30 08:30:00,0.4%,better,Low,Personal Income m/m,0.1%,accurate,5,2012-01-30 13:30:00+00:00,25.0,2012,1,1,Monday
0.4%,USD,2012-01-31 08:30:00,0.4%,accurate,Medium,Employment Cost Index q/q,0.3%,accurate,5,2012-01-31 13:30:00+00:00,0.0,2012,1,1,Tuesday
-3.7%,USD,2012-01-31 09:00:00,-3.3%,worse,Medium,S&P/CS Composite-20 HPI y/y,-3.4%,accurate,5,2012-01-31 14:00:00+00:00,-12.12,2012,1,1,Tuesday
60.2,USD,2012-01-31 09:45:00,63.1,worse,Medium,Chicago PMI,62.5,accurate,5,2012-01-31 14:45:00+00:00,-4.6,2012,1,1,Tuesday
61.1,USD,2012-01-31 10:00:00,68.2,worse,High,CB Consumer Confidence,64.8,accurate,5,2012-01-31 15:00:00+00:00,-10.41,2012,1,1,Tuesday
170K,USD,2012-02-01 08:15:00,189K,worse,High,ADP Non-Farm Employment Change,292K,worse,5,2012-02-01 13:15:00+00:00,-10.05,2012,1,2,Wednesday
54.1,USD,2012-02-01 10:00:00,54.6,worse,High,ISM Manufacturing PMI,53.9,accurate,5,2012-02-01 15:00:00+00:00,-0.92,2012,1,2,Wednesday
1.5%,USD,2012-02-01 10:00:00,0.7%,better,Low,Construction Spending m/m,0.4%,worse,5,2012-02-01 15:00:00+00:00,114.29,2012,1,2,Wednesday
55.5,USD,2012-02-01 10:00:00,49.5,better,Low,ISM Manufacturing Prices,47.5,accurate,5,2012-02-01 15:00:00+00:00,12.12,2012,1,2,Wednesday
4.2M,USD,2012-02-01 10:30:00,3.2M,accurate,Medium,Crude Oil Inventories,3.6M,accurate,5,2012-02-01 15:30:00+00:00,31.25,2012,1,2,Wednesday
14.2M,USD,2012-02-01 00:00:00,13.4M,better,Low,Total Vehicle Sales,13.6M,accurate,5,2012-02-01 05:00:00+00:00,5.97,2012,1,2,Wednesday
367K,USD,2012-02-02 08:30:00,373K,better,High,Unemployment Claims,379K,accurate,5,2012-02-02 13:30:00+00:00,-1.61,2012,1,2,Thursday
0.7%,USD,2012-02-02 08:30:00,1.0%,better,Medium,Prelim Nonfarm Productivity q/q,2.3%,better,5,2012-02-02 13:30:00+00:00,-30.0,2012,1,2,Thursday
1.2%,USD,2012-02-02 08:30:00,0.9%,better,Medium,Prelim Unit Labor Costs q/q,-2.5%,accurate,5,2012-02-02 13:30:00+00:00,33.33,2012,1,2,Thursday
-132B,USD,2012-02-02 10:30:00,-129B,accurate,Low,Natural Gas Storage,-192B,accurate,5,2012-02-02 15:30:00+00:00,-2.33,2012,1,2,Thursday
243K,USD,2012-02-03 08:30:00,150K,better,High,Non-Farm Employment Change,203K,accurate,5,2012-02-03 13:30:00+00:00,62.0,2012,1,2,Friday
8.3%,USD,2012-02-03 08:30:00,8.5%,better,High,Unemployment Rate,8.5%,accurate,5,2012-02-03 13:30:00+00:00,-2.35,2012,1,2,Friday
0.2%,USD,2012-02-03 08:30:00,0.2%,accurate,Medium,Average Hourly Earnings m/m,0.1%,worse,5,2012-02-03 13:30:00+00:00,0.0,2012,1,2,Friday
56.8,USD,2012-02-03 10:00:00,53.1,better,High,ISM Non-Manufacturing PMI,52.6,accurate,5,2012-02-03 15:00:00+00:00,6.97,2012,1,2,Friday
1.1%,USD,2012-02-03 10:00:00,1.5%,worse,Medium,Factory Orders m/m,2.2%,better,5,2012-02-03 15:00:00+00:00,-26.67,2012,1,2,Friday
12,USD,2012-01-24 09:59:00,6,better,Low,Richmond Manufacturing Index,3,accurate,4,2012-01-24 14:59:00+00:00,100.0,2012,1,1,Tuesday
-3.5%,USD,2012-01-25 10:00:00,-0.6%,worse,High,Pending Home Sales m/m,7.3%,accurate,4,2012-01-25 15:00:00+00:00,-483.33,2012,1,1,Wednesday
1.0%,USD,2012-01-25 10:00:00,0.3%,better,Low,HPI m/m,-0.7%,worse,4,2012-01-25 15:00:00+00:00,233.33,2012,1,1,Wednesday
3.6M,USD,2012-01-25 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,-3.4M,accurate,4,2012-01-25 15:30:00+00:00,300.0,2012,1,1,Wednesday
<0.25%,USD,2012-01-25 12:28:00,<0.25%,accurate,Medium,Federal Funds Rate,<0.25%,accurate,4,2012-01-25 17:28:00+00:00,0.0,2012,1,1,Wednesday
2.1%,USD,2012-01-26 08:30:00,0.9%,better,High,Core Durable Goods Orders m/m,0.5%,better,4,2012-01-26 13:30:00+00:00,133.33,2012,1,1,Thursday
377K,USD,2012-01-26 08:30:00,371K,worse,High,Unemployment Claims,356K,accurate,4,2012-01-26 13:30:00+00:00,1.62,2012,1,1,Thursday
3.0%,USD,2012-01-26 08:30:00,2.1%,better,Medium,Durable Goods Orders m/m,4.3%,better,4,2012-01-26 13:30:00+00:00,42.86,2012,1,1,Thursday
307K,USD,2012-01-26 10:00:00,321K,worse,High,New Home Sales,314K,accurate,4,2012-01-26 15:00:00+00:00,-4.36,2012,1,1,Thursday
0.4%,USD,2012-01-26 10:00:00,0.7%,worse,Low,CB Leading Index m/m,0.2%,accurate,4,2012-01-26 15:00:00+00:00,-42.86,2012,1,1,Thursday
-192B,USD,2012-01-26 10:30:00,-91B,accurate,Low,Natural Gas Storage,-87B,accurate,4,2012-01-26 15:30:00+00:00,-110.99,2012,1,1,Thursday
2.8%,USD,2012-01-27 08:30:00,3.0%,worse,High,Advance GDP q/q,1.8%,worse,4,2012-01-27 13:30:00+00:00,-6.67,2012,1,1,Friday
0.4%,USD,2012-01-27 08:30:00,2.0%,worse,Medium,Advance GDP Price Index q/q,2.6%,accurate,4,2012-01-27 13:30:00+00:00,-80.0,2012,1,1,Friday
75.0,USD,2012-01-27 09:55:00,74.2,better,Medium,Revised UoM Consumer Sentiment,74.0,accurate,4,2012-01-27 14:55:00+00:00,1.08,2012,1,1,Friday
13.5,USD,2012-01-17 08:30:00,10.8,better,Medium,Empire State Manufacturing Index,9.5,accurate,3,2012-01-17 13:30:00+00:00,25.0,2012,1,1,Tuesday
-0.1%,USD,2012-01-18 08:30:00,0.1%,worse,High,PPI m/m,0.3%,accurate,3,2012-01-18 13:30:00+00:00,-200.0,2012,1,1,Wednesday
0.3%,USD,2012-01-18 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,3,2012-01-18 13:30:00+00:00,200.0,2012,1,1,Wednesday
59.8B,USD,2012-01-18 08:56:00,27.3B,better,High,TIC Long-Term Purchases,8.3B,better,3,2012-01-18 13:56:00+00:00,119.05,2012,1,1,Wednesday
78.1%,USD,2012-01-18 09:15:00,78.2%,accurate,Medium,Capacity Utilization Rate,77.8%,accurate,3,2012-01-18 14:15:00+00:00,-0.13,2012,1,1,Wednesday
0.4%,USD,2012-01-18 09:15:00,0.5%,worse,Medium,Industrial Production m/m,-0.3%,worse,3,2012-01-18 14:15:00+00:00,-20.0,2012,1,1,Wednesday
25,USD,2012-01-18 10:00:00,22,better,Low,NAHB Housing Market Index,21,accurate,3,2012-01-18 15:00:00+00:00,13.64,2012,1,1,Wednesday
0.68M,USD,2012-01-19 08:30:00,0.68M,accurate,High,Building Permits,0.68M,accurate,3,2012-01-19 13:30:00+00:00,0.0,2012,1,1,Thursday
0.1%,USD,2012-01-19 08:30:00,0.1%,accurate,High,Core CPI m/m,0.2%,accurate,3,2012-01-19 13:30:00+00:00,0.0,2012,1,1,Thursday
352K,USD,2012-01-19 08:30:00,387K,better,High,Unemployment Claims,402K,accurate,3,2012-01-19 13:30:00+00:00,-9.04,2012,1,1,Thursday
0.0%,USD,2012-01-19 08:30:00,0.1%,worse,Medium,CPI m/m,0.0%,accurate,3,2012-01-19 13:30:00+00:00,-100.0,2012,1,1,Thursday
0.66M,USD,2012-01-19 08:30:00,0.69M,worse,Medium,Housing Starts,0.69M,accurate,3,2012-01-19 13:30:00+00:00,-4.35,2012,1,1,Thursday
7.3,USD,2012-01-19 10:00:00,10.7,worse,High,Philly Fed Manufacturing Index,10.3,accurate,3,2012-01-19 15:00:00+00:00,-31.78,2012,1,1,Thursday
-87B,USD,2012-01-19 10:30:00,-88B,accurate,Low,Natural Gas Storage,-95B,accurate,3,2012-01-19 15:30:00+00:00,1.14,2012,1,1,Thursday
-3.4M,USD,2012-01-19 11:00:00,2.9M,accurate,Medium,Crude Oil Inventories,5.0M,accurate,3,2012-01-19 16:00:00+00:00,-217.24,2012,1,1,Thursday
4.61M,USD,2012-01-20 10:00:00,4.65M,worse,High,Existing Home Sales,4.39M,worse,3,2012-01-20 15:00:00+00:00,-0.86,2012,1,1,Friday
20.4B,USD,2012-01-09 15:00:00,7.1B,better,Low,Consumer Credit m/m,6.0B,worse,2,2012-01-09 20:00:00+00:00,187.32,2012,1,1,Monday
93.8,USD,2012-01-10 07:30:00,93.9,accurate,Low,NFIB Small Business Index,92.0,accurate,2,2012-01-10 12:30:00+00:00,-0.11,2012,1,1,Tuesday
0.1%,USD,2012-01-10 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,1.2%,better,2,2012-01-10 15:00:00+00:00,-80.0,2012,1,1,Tuesday
47.5,USD,2012-01-10 10:00:00,45.3,better,Low,IBD/TIPP Economic Optimism,42.8,accurate,2,2012-01-10 15:00:00+00:00,4.86,2012,1,1,Tuesday
5.0M,USD,2012-01-11 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,2.2M,accurate,2,2012-01-11 15:30:00+00:00,455.56,2012,1,1,Wednesday
-0.2%,USD,2012-01-12 08:30:00,0.3%,worse,High,Core Retail Sales m/m,0.3%,better,2,2012-01-12 13:30:00+00:00,-166.67,2012,1,1,Thursday
0.1%,USD,2012-01-12 08:30:00,0.3%,worse,High,Retail Sales m/m,0.4%,better,2,2012-01-12 13:30:00+00:00,-66.67,2012,1,1,Thursday
399K,USD,2012-01-12 08:30:00,373K,worse,High,Unemployment Claims,375K,accurate,2,2012-01-12 13:30:00+00:00,6.97,2012,1,1,Thursday
0.3%,USD,2012-01-12 10:00:00,0.4%,better,Medium,Business Inventories m/m,0.8%,accurate,2,2012-01-12 15:00:00+00:00,-25.0,2012,1,1,Thursday
-95B,USD,2012-01-12 10:30:00,-87B,accurate,Low,Natural Gas Storage,-76B,accurate,2,2012-01-12 15:30:00+00:00,-9.2,2012,1,1,Thursday
-86.0B,USD,2012-01-12 13:57:00,-79.0B,worse,Medium,Federal Budget Balance,-137.3B,accurate,2,2012-01-12 18:57:00+00:00,-8.86,2012,1,1,Thursday
-47.8B,USD,2012-01-13 08:30:00,-44.8B,worse,High,Trade Balance,-43.3B,accurate,2,2012-01-13 13:30:00+00:00,-6.7,2012,1,1,Friday
-0.1%,USD,2012-01-13 08:30:00,0.0%,accurate,Medium,Import Prices m/m,0.8%,accurate,2,2012-01-13 13:30:00+00:00,-100.0,2012,1,1,Friday
74.0,USD,2012-01-13 09:55:00,71.2,better,High,Prelim UoM Consumer Sentiment,69.9,better,2,2012-01-13 14:55:00+00:00,3.93,2012,1,1,Friday
53.9,USD,2012-01-03 10:00:00,53.3,better,High,ISM Manufacturing PMI,52.7,accurate,1,2012-01-03 15:00:00+00:00,1.13,2012,1,1,Tuesday
1.2%,USD,2012-01-03 10:00:00,0.6%,better,Low,Construction Spending m/m,-0.2%,worse,1,2012-01-03 15:00:00+00:00,100.0,2012,1,1,Tuesday
47.5,USD,2012-01-03 10:00:00,47.6,accurate,Low,ISM Manufacturing Prices,45.0,accurate,1,2012-01-03 15:00:00+00:00,-0.21,2012,1,1,Tuesday
1.8%,USD,2012-01-04 10:00:00,1.9%,accurate,Medium,Factory Orders m/m,-0.2%,better,1,2012-01-04 15:00:00+00:00,-5.26,2012,1,1,Wednesday
13.6M,USD,2012-01-04 00:00:00,13.5M,accurate,Low,Total Vehicle Sales,13.6M,accurate,1,2012-01-04 05:00:00+00:00,0.74,2012,1,1,Wednesday
325K,USD,2012-01-05 08:15:00,176K,better,High,ADP Non-Farm Employment Change,204K,accurate,1,2012-01-05 13:15:00+00:00,84.66,2012,1,1,Thursday
372K,USD,2012-01-05 08:30:00,375K,accurate,High,Unemployment Claims,387K,worse,1,2012-01-05 13:30:00+00:00,-0.8,2012,1,1,Thursday
52.6,USD,2012-01-05 10:00:00,53.0,worse,High,ISM Non-Manufacturing PMI,52.0,accurate,1,2012-01-05 15:00:00+00:00,-0.75,2012,1,1,Thursday
-76B,USD,2012-01-05 10:30:00,-78B,accurate,Low,Natural Gas Storage,-81B,accurate,1,2012-01-05 15:30:00+00:00,2.56,2012,1,1,Thursday
2.2M,USD,2012-01-05 11:00:00,-1.4M,accurate,Medium,Crude Oil Inventories,3.9M,accurate,1,2012-01-05 16:00:00+00:00,257.14,2012,1,1,Thursday
200K,USD,2012-01-06 08:30:00,152K,better,High,Non-Farm Employment Change,100K,worse,1,2012-01-06 13:30:00+00:00,31.58,2012,1,1,Friday
8.5%,USD,2012-01-06 08:30:00,8.7%,better,High,Unemployment Rate,8.6%,accurate,1,2012-01-06 13:30:00+00:00,-2.3,2012,1,1,Friday
